CUSIP,fiscal_year,quarter,actual_eps,forecast_eps,cusip,eps_name,transcript_name,confidence_level,filepath,transcript_date,eps_date,eps_value,eps_date_from_mapping,confidence_level_from_mapping,mapping_key,eps_std
05430310,2005.0,2.0,0.69,0.51,05430310,AVON PRODUCTS INC,"Avon Products, Inc.",high,transcripts_by_company/Avon_Products_Inc_2005Q2.txt,2005-05-11,2005-05-02,0.36,2005-05-02,high,05430310_2005_2,0.0111111111111111
44952030,2009.0,2.0,0.04,0.06,44952030,I-FLOW CORP,I-Flow,high,transcripts_by_company/I-Flow_2009Q2.txt,2009-05-05,2009-05-05,-0.14,2009-05-05,high,44952030_2009_2,0.01
23726610,2013.0,4.0,0.03,0.32,23726610,DARLING INTERNATIONAL INC.,Darling International Inc.,high,transcripts_by_company/Darling_International_Inc_2013Q4.txt,2013-11-08,2013-11-07,0.23,2013-11-07,high,23726610_2013_4,0.053
29250X10,2012.0,1.0,0.28,0.38,29250X10,ENBRIDGE ENERGY MGMT,Enbridge Inc.,high,transcripts_by_company/Enbridge_Inc_2012Q1.txt,2012-01-19,2012-03-13,1.39,2012-03-13,high,29250X10_2012_1,0.049
92932810,2019.0,1.0,0.91,0.61,92932810,WSFS FINANCIAL CORP,WSFS Financial Corporation,high,transcripts_by_company/WSFS_Financial_Corporation_2019Q1.txt,2019-01-23,2019-01-22,3.55,2019-01-22,high,92932810_2019_1,0.1888888888888888
80105610,2023.0,4.0,1.3,1.45,80105610,SANMINA CORP,Sanmina Corporation,high,transcripts_by_company/Sanmina_Corporation_CurrentQ4.txt,2023-11-06,2023-11-06,6.26,2023-11-06,high,80105610_2023_4,0.025
12541M10,2012.0,2.0,0.1,0.5,12541M10,CH ENERGY GROUP INC,CH Energy Group,high,transcripts_by_company/CH_Energy_Group_2012Q2.txt,2012-04-24,2012-04-26,0.96,2012-04-26,high,12541M10_2012_2,0.0525
15670010,2004.0,3.0,0.6,0.55,15670010,CENTURYTEL INC,"CenturyTel, Inc.",high,transcripts_by_company/CenturyTel_Inc_2004Q3.txt,2004-07-29,2004-07-29,0.6,2004-07-29,high,15670010_2004_3,0.0177777777777777
98981710,2011.0,2.0,0.06,-0.01,98981710,ZUMIEZ INC,"Zumiez, Inc.",high,transcripts_by_company/Zumiez_Inc_2011Q2.txt,2011-05-19,2011-05-19,0.06,2011-05-19,high,98981710_2011_2,0.0144444444444444
05952010,2008.0,2.0,0.88,1.25,05952010,BANCO CHILE,Banco de Sabadell SA,high,transcripts_by_company/Banco_de_Sabadell_SA_2008Q2.txt,2008-04-24,2008-05-12,4.07,2008-05-12,high,05952010_2008_2,0.195
20034010,2013.0,2.0,0.76,0.65,20034010,COMERICA INC,Copeinca ASA,low,transcripts_by_company/Copeinca_ASA_2013Q2.txt,2013-05-16,2013-07-16,0.76,2013-07-16,low,20034010_2013_2,0.0244444444444444
80851310,2022.0,1.0,0.77,0.82,80851310,CHARLES SCHWAB CORP,"Charles Schwab &amp; Co., Inc.",high,transcripts_by_company/Charles_Schwab_and_Co_Inc_2022Q1.txt,2022-01-28,2022-01-18,3.25,2022-01-18,high,80851310_2022_1,0.0433333333333333
17886710,2023.0,4.0,0.62,0.73,17886710,CIVISTA BANCSHARES INC,"Civista Bancshares, Inc.",high,transcripts_by_company/Civista_Bancshares_Inc_2023Q4.txt,2023-10-27,2023-10-27,0.66,2023-10-27,high,17886710_2023_4,0.0388888888888888
47030M10,2012.0,1.0,1.605,1.63,47030M10,JAMES HARDIE INDUSTRIES LTD,James Hardie Industries SE,high,transcripts_by_company/James_Hardie_Industries_SE_2012Q1.txt,2012-02-27,2012-02-28,,2012-02-28,high,47030M10_2012_1,
14313010,2010.0,2.0,0.44,0.26,14313010,CARMAX INC,"CarMax, Inc",high,transcripts_by_company/CarMax_Inc_2010Q2.txt,2010-04-01,2010-04-01,1.23,2010-04-01,high,14313010_2010_2,0.0211111111111111
59522J10,2021.0,4.0,1.6,0.68,59522J10,MID-AMERICA APARTMENT COMMUNITIE,"Mid-America Apartment Communities, Inc.",high,transcripts_by_company/Mid-America_Apartment_Communities_Inc_2021Q4.txt,2020-10-29,2020-10-28,0.52,2020-10-28,high,59522J10_2021_4,0.1188888888888888
74440J10,2011.0,1.0,-0.13,0.4,74440J10,PSIVIDA CORP,pSivida Corp.,high,transcripts_by_company/pSivida_Corp_2011Q1.txt,2011-02-09,2011-02-09,-0.15,2011-02-09,high,74440J10_2011_1,0.47
69323K10,2014.0,3.0,0.01,,69323K10,PCM INC,"PCM, Inc.",high,transcripts_by_company/PCM_Inc_2014Q3.txt,2014-08-07,2014-08-07,,2014-08-07,high,69323K10_2014_3,
1520061X,2009.0,2.0,-0.14,,1520061X,CENTERRA GOLD INC,CENTERRA GOLD INC,high,transcripts_by_company/CENTERRA_GOLD_INC_2009Q2.txt,2009-04-30,2009-04-29,-0.09,2009-04-29,high,1520061X_2009_2,
78430510,2021.0,3.0,0.64,0.97,78430510,SJW CORP,SJW Group,high,transcripts_by_company/SJW_Group_2021Q3.txt,2021-07-30,2021-07-29,0.69,2021-07-29,high,78430510_2021_3,0.0755555555555555
46032120,2010.0,4.0,,0.5,46032120,INTERNATIONAL SHIPHOLDING CO,International Shipholding Corporation,high,transcripts_by_company/International_Shipholding_Corporation_2010Q4.txt,2010-10-28,2010-10-27,-1.95,2010-10-27,high,46032120_2010_4,
89417E10,2010.0,2.0,1.39,1.41,89417E10,TRAVELERS COMPANIES INC,"The Travelers Companies, Inc.",high,transcripts_by_company/The_Travelers_Companies_Inc_2010Q2.txt,2010-05-20,2010-07-22,1.39,2010-07-22,high,89417E10_2010_2,0.0866666666666666
86448210,2004.0,3.0,-1.26,-0.75,86448210,SUBURBAN PROPANE PARTNERS LP,Suburban Propane,high,transcripts_by_company/Suburban_Propane_2004Q3.txt,2004-07-22,2004-07-22,-0.78,2004-07-22,high,86448210_2004_3,0.1033333333333333
89854H10,2022.0,1.0,1.08,1.15,89854H10,TTEC HOLDINGS INC,"TTEC Holdings, Inc.",high,transcripts_by_company/TTEC_Holdings_Inc_2022Q1.txt,2022-03-02,2022-03-01,4.62,2022-03-01,high,89854H10_2022_1,0.0688888888888888
87611R30,2011.0,1.0,0.41,-0.07,87611R30,TARGACEPT INC,"Targacept, Inc.",high,transcripts_by_company/Targacept_Inc_2011Q1.txt,2011-02-10,2011-02-10,0.36,2011-02-10,high,87611R30_2011_1,0.1477777777777777
40011010,2019.0,3.0,0.27,0.38,40011010,GRUBHUB INC,Grubhub Inc.,high,transcripts_by_company/Grubhub_Inc_2019Q3.txt,2019-07-30,2019-07-30,0.27,2019-07-30,high,40011010_2019_3,0.0433333333333333
2049401X,2008.0,2.0,-0.07,0.11,2049401X,COMPTON PETROLEUM CORP,Compton Petroleum Corporation,high,transcripts_by_company/Compton_Petroleum_Corporation_2008Q2.txt,2008-04-15,2008-05-12,0.01,2008-05-12,high,2049401X_2008_2,
31748510,2012.0,1.0,0.1,0.1,31748510,FINANCIAL ENGINES INC,Financial Engines Inc,high,transcripts_by_company/Financial_Engines_Inc_2012Q1.txt,2012-02-21,2012-02-21,0.38,2012-02-21,high,31748510_2012_1,0.01375
41619610,2014.0,3.0,0.1,0.13,41619610,HARTE-HANKS COMMUNICATIONS,"Harte-Hanks, Inc.",high,transcripts_by_company/Harte-Hanks_Inc_2014Q3.txt,2014-07-31,2014-07-31,0.09,2014-07-31,high,41619610_2014_3,0.0155555555555555
80862510,2014.0,3.0,0.7,0.69,80862510,SCIENCE APPLICATIONS INTERNATION,Science Applications International Corporation,high,transcripts_by_company/Science_Applications_International_Corporation_2014Q3.txt,2014-09-09,2014-09-09,0.7,2014-09-09,high,80862510_2014_3,0.0788888888888888
25787G10,2022.0,2.0,1.54,1.14,25787G10,DONNELLEY FINANCIAL SOLUTIONS IN,"Donnelley Financial Solutions, Inc.",high,transcripts_by_company/Donnelley_Financial_Solutions_Inc_2022Q2.txt,2022-05-05,2022-05-05,0.82,2022-05-05,high,25787G10_2022_2,0.1257142857142857
71344810,2015.0,2.0,1.32,1.39,71344810,PEPSICO INC,PepsiCo Inc.,high,transcripts_by_company/PepsiCo_Inc_2015Q2.txt,2015-05-06,2015-07-09,1.32,2015-07-09,high,71344810_2015_2,0.0266666666666666
22765Y10,2006.0,1.0,0.06,0.33,22765Y10,CROSSTEX ENERGY INC,"Crosstex Energy, L.P.",high,transcripts_by_company/Crosstex_Energy_LP_2006Q1.txt,2006-03-10,2006-03-10,0.89,2006-03-10,high,22765Y10_2006_1,0.114
23585110,2006.0,1.0,0.66,0.66,23585110,DANAHER CORP,Danaher,high,transcripts_by_company/Danaher_2006Q1.txt,2006-03-08,2006-04-20,0.66,2006-04-20,high,23585110_2006_1,0.02625
60782810,2018.0,4.0,0.42,0.41,60782810,MODINE MANUFACTURING CO,Modine Manufacturing Company,high,transcripts_by_company/Modine_Manufacturing_Company_2018Q4.txt,2018-10-31,2018-10-30,0.35,2018-10-30,high,60782810_2018_4,0.01
61023610,2013.0,1.0,0.25,0.37,61023610,MONRO INC,Monro Muffler Brake Inc,high,transcripts_by_company/Monro_Muffler_Brake_Inc_2013Q1.txt,2013-01-29,2013-01-29,0.37,2013-01-29,high,61023610_2013_1,0.0209999999999999
Y8564W10,2016.0,2.0,0.01,0.08,Y8564W10,TEEKAY CORP,Teekay Tankers Ltd.,high,transcripts_by_company/Teekay_Tankers_Ltd_2016Q2.txt,2016-05-19,2016-05-19,-0.08,2016-05-19,high,Y8564W10_2016_2,0.1311111111111111
87185110,2015.0,3.0,-0.12,0.3,87185110,SYSTEMAX INC,Systemax Inc,high,transcripts_by_company/Systemax_Inc_2015Q3.txt,2015-08-04,2015-08-04,0.06,2015-08-04,high,87185110_2015_3,
46603210,2023.0,1.0,0.43,0.73,46603210,J & J SNACK FOODS CORP,J&amp;J Snack Foods Corp.,high,transcripts_by_company/JandJ_Snack_Foods_Corp_2023Q1.txt,2023-01-31,2023-01-30,0.42,2023-01-30,high,46603210_2023_1,0.1077777777777777
23811310,2004.0,2.0,0.46,0.48,23811310,DATASCOPE CORP,Datascope Corp.,high,transcripts_by_company/Datascope_Corp_2004Q2.txt,2004-04-29,2004-04-28,0.47,2004-04-28,high,23811310_2004_2,0.0166666666666666
19242210,2012.0,3.0,0.41,0.46,19242210,COGNEX CORP,Cognex,high,transcripts_by_company/Cognex_2012Q3.txt,2012-07-30,2012-07-30,0.45,2012-07-30,high,19242210_2012_3,0.0088888888888888
05367P10,2018.0,3.0,0.14,0.06,05367P10,AVID TECHNOLOGY INC,"Avid Technology, Inc.",high,transcripts_by_company/Avid_Technology_Inc_2018Q3.txt,2018-08-09,2018-08-09,-0.09,2018-08-09,high,05367P10_2018_3,0.0228571428571428
04351G10,2012.0,2.0,0.34,0.77,04351G10,ASCENA RETAIL GROUP INC,X5 Retail Group N.V.,medium,transcripts_by_company/X5_Retail_Group_NV_2012Q2.txt,2012-04-11,2012-05-31,0.34,2012-05-31,medium,04351G10_2012_2,0.0177777777777777
75525F10,2016.0,2.0,-0.14,-0.26,75525F10,REACHLOCAL INC,"ReachLocal, Inc.",high,transcripts_by_company/ReachLocal_Inc_2016Q2.txt,2016-05-03,2016-05-03,-0.21,2016-05-03,high,75525F10_2016_2,0.095
28255910,2023.0,3.0,-0.45,-0.54,28255910,89BIO INC,"89bio, Inc.",high,transcripts_by_company/89bio_Inc_2023Q3.txt,2023-09-26,2023-11-08,-0.45,2023-11-08,high,28255910_2023_3,0.0725
68573C10,2008.0,3.0,-0.05,0.04,68573C10,ORCHID CELLMARK INC,Orchid Cellmark Inc.,high,transcripts_by_company/Orchid_Cellmark_Inc_2008Q3.txt,2008-07-31,2008-07-31,-0.04,2008-07-31,high,68573C10_2008_3,
62951910,2004.0,2.0,-0.3,-0.02,62951910,NABI BIOPHARMACEUTICALS,NABI Biopharmaceuticals,high,transcripts_by_company/NABI_Biopharmaceuticals_2004Q2.txt,2004-04-21,2004-04-21,-0.08,2004-04-21,high,62951910_2004_2,0.0288888888888888
47012E10,2011.0,1.0,-0.39,-0.27,47012E10,JAKKS PACIFIC INC,JAKKS Pacific Inc.,high,transcripts_by_company/JAKKS_Pacific_Inc_2011Q1.txt,2011-02-15,2011-02-15,1.52,2011-02-15,high,47012E10_2011_1,0.0611111111111111
12680430,2016.0,3.0,0.53,0.83,12680430,CABELAS INC,Cabela's Incorporated,high,transcripts_by_company/Cabelas_Incorporated_2016Q3.txt,2016-07-28,2016-07-28,0.59,2016-07-28,high,12680430_2016_3,0.0377777777777777
95123P10,2022.0,2.0,0.75,0.7,95123P10,WEST BANCORPORATION INC,"West Bancorporation, Inc.",high,transcripts_by_company/West_Bancorporation_Inc_2022Q2.txt,2022-04-29,2022-04-28,0.78,2022-04-28,high,95123P10_2022_2,
42722X10,2010.0,1.0,0.03,0.04,42722X10,HERITAGE FINANCIAL CORP,Heritage Financial,high,transcripts_by_company/Heritage_Financial_2010Q1.txt,2010-01-28,2010-01-28,-0.1,2010-01-28,high,42722X10_2010_1,0.0185714285714285
06780610,2020.0,4.0,0.36,0.41,06780610,BARNES GROUP INC,Barnes Group Inc.,high,transcripts_by_company/Barnes_Group_Inc_2020Q4.txt,2020-10-23,2020-10-23,0.3,2020-10-23,high,06780610_2020_4,0.052
35610810,2013.0,2.0,0.31,0.33,35610810,FRED'S INC,"Fred’s, Inc.",high,transcripts_by_company/Freds_Inc_2013Q2.txt,2013-05-30,2013-05-30,0.31,2013-05-30,high,35610810_2013_2,0.0144444444444444
48020Q10,2020.0,4.0,5.29,4.23,48020Q10,JONES LANG LASALLE INC,Jones Lang LaSalle Incorporated,high,transcripts_by_company/Jones_Lang_LaSalle_Incorporated_2020Q4.txt,2020-11-02,2020-11-02,2.99,2020-11-02,high,48020Q10_2020_4,1.1655555555555557
00234P10,2013.0,4.0,0.08,,00234P10,AV HOMES INC,"AV Homes, Inc.",high,transcripts_by_company/AV_Homes_Inc_2013Q4.txt,2013-10-01,2013-11-06,,2013-11-06,high,00234P10_2013_4,
68243Q10,2020.0,4.0,1.72,1.21,68243Q10,1-800-FLOWERS.COM INC,"1-800-FLOWERS.COM, Inc.",high,transcripts_by_company/1-800-FLOWERSCOM_Inc_2020Q4.txt,2020-10-29,2020-10-29,-0.1,2020-10-29,high,68243Q10_2020_4,0.0844444444444444
36225V10,2012.0,4.0,0.32,0.29,36225V10,GP STRATEGIES CORP,GP Strategies Corporation,high,transcripts_by_company/GP_Strategies_Corporation_2012Q4.txt,2012-11-01,2012-11-01,0.32,2012-11-01,high,36225V10_2012_4,0.013
22002T10,2009.0,2.0,0.22,0.15,22002T10,CORPORATE OFFICE PROPERTIES,Corporate Office Properties Trust,high,transcripts_by_company/Corporate_Office_Properties_Trust_2009Q2.txt,2009-04-29,2009-04-28,0.23,2009-04-28,high,22002T10_2009_2,0.0166666666666666
89353D1X,2010.0,4.0,0.54,0.59,89353D1X,TRANSCANADA CORP,TransCanada Corporation,high,transcripts_by_company/TransCanada_Corporation_2010Q4.txt,2010-11-03,2010-11-03,0.52,2010-11-03,high,89353D1X_2010_4,0.0322222222222222
69325Q10,2006.0,3.0,0.12,0.09,69325Q10,PCTEL INC,"PCTEL, Inc.",high,transcripts_by_company/PCTEL_Inc_2006Q3.txt,2006-07-27,2006-07-27,0.07,2006-07-27,high,69325Q10_2006_3,0.03125
H2906T10,2020.0,3.0,1.58,1.09,H2906T10,GARMIN LTD,Garmin Ltd.,high,transcripts_by_company/Garmin_Ltd_2020Q3.txt,2020-07-29,2020-07-29,0.91,2020-07-29,high,H2906T10_2020_3,0.1033333333333333
98391910,2003.0,1.0,0.14,0.14,98391910,XILINX INC,Xilinx,high,transcripts_by_company/Xilinx_2003Q1.txt,2003-01-21,2003-01-21,0.12,2003-01-21,high,98391910_2003_1,0.01
00122810,2016.0,3.0,0.5,0.5,00122810,AG MORTGAGE INVESTMENT TRUST INC,AG Mortgage Investment Trust Inc,high,transcripts_by_company/AG_Mortgage_Investment_Trust_Inc_2016Q3.txt,2016-08-05,2016-08-04,0.43,2016-08-04,high,00122810_2016_3,0.0225
74758210,2016.0,2.0,0.15,0.17,74758210,QUALITY SYS INC,"Quality Systems, Inc.",high,transcripts_by_company/Quality_Systems_Inc_2016Q2.txt,2016-04-28,2016-05-19,0.72,2016-05-19,high,74758210_2016_2,0.0211111111111111
17989510,2016.0,1.0,0.44,0.54,17989510,CLARCOR INC,CLARCOR Inc,high,transcripts_by_company/CLARCOR_Inc_2016Q1.txt,2016-01-14,2016-01-13,2.65,2016-01-13,high,17989510_2016_1,0.0283333333333333
75091710,2020.0,1.0,0.32,0.22,75091710,RAMBUS INC,Rambus Inc.,high,transcripts_by_company/Rambus_Inc_2020Q1.txt,2020-01-27,2020-01-27,0.96,2020-01-27,high,75091710_2020_1,0.0055555555555555
G1623410,2020.0,1.0,-0.84,1.0,G1623410,BROOKFIELD BUSINESS PARTNERS LP,Brookfield Business Partners L.P.,high,transcripts_by_company/Brookfield_Business_Partners_LP_2020Q1.txt,2020-02-06,2020-02-04,0.62,2020-02-04,high,G1623410_2020_1,
95825R10,2018.0,3.0,0.49,0.49,95825R10,WESTERN GAS EQUITY PARTNERS LP,"Western Gas Partners, LP",high,transcripts_by_company/Western_Gas_Partners_LP_2018Q3.txt,2018-08-01,2018-10-31,0.49,2018-10-31,high,95825R10_2018_3,0.13125
87233Q10,2009.0,4.0,0.56,0.69,87233Q10,"TC PIPELINES, LP","TC PipeLines, LP",high,transcripts_by_company/TC_PipeLines_LP_2009Q4.txt,2009-11-06,2009-11-06,0.65,2009-11-06,high,87233Q10_2009_4,0.075
67034610,2022.0,3.0,6.5,4.42,67034610,NUCOR CORP,Nucor Corporation,high,transcripts_by_company/Nucor_Corporation_2022Q3.txt,2022-07-21,2022-07-21,9.67,2022-07-21,high,67034610_2022_3,1.2925
88338N10,2018.0,3.0,-0.16,-0.13,88338N10,THERAPEUTICSMD INC,"TherapeuticsMD, Inc.",high,transcripts_by_company/TherapeuticsMD_Inc_2018Q3.txt,2018-07-30,2018-07-30,-0.15,2018-07-30,high,88338N10_2018_3,0.045
45780L10,2023.0,3.0,-0.55,-0.41,45780L10,INOGEN INC,"Inogen, Inc.",high,transcripts_by_company/Inogen_Inc_2023Q3.txt,2023-08-07,2023-08-07,-0.42,2023-08-07,high,45780L10_2023_3,0.08
03153810,2007.0,1.0,0.15,0.17,03153810,AMIS HOLDINGS INC,AMIS Holdings,high,transcripts_by_company/AMIS_Holdings_2007Q1.txt,2007-02-01,2007-02-01,0.65,2007-02-01,high,03153810_2007_1,0.0233333333333333
74346Y10,2020.0,1.0,-0.23,-0.07,74346Y10,PROS HOLDINGS INC,"PROS Holdings, Inc.",high,transcripts_by_company/PROS_Holdings_Inc_2020Q1.txt,2020-02-06,2020-02-06,-0.35,2020-02-06,high,74346Y10_2020_1,0.0266666666666666
19242210,2014.0,1.0,0.21,0.2,19242210,COGNEX CORP,Cognex Corp,high,transcripts_by_company/Cognex_Corp_2014Q1.txt,2014-02-13,2014-02-13,0.83,2014-02-13,high,19242210_2014_1,0.0111111111111111
04343610,2015.0,4.0,1.31,1.37,04343610,ASBURY AUTOMOTIVE GROUP INC,"Asbury Automotive Group, Inc.",high,transcripts_by_company/Asbury_Automotive_Group_Inc_2015Q4.txt,2015-10-21,2015-10-21,1.43,2015-10-21,high,04343610_2015_4,0.0555555555555555
36165L10,2017.0,3.0,-0.96,-0.64,36165L10,GDS HOLDINGS LTD,GDS Holdings Limited,high,transcripts_by_company/GDS_Holdings_Limited_2017Q3.txt,2017-08-08,2017-08-08,-0.8,2017-08-08,high,36165L10_2017_3,0.144
10258P10,2023.0,4.0,-0.44,0.15,10258P10,BOWLERO CORP,Bowlero Corp.,high,transcripts_by_company/Bowlero_Corp_2023Q4.txt,2022-12-14,2023-02-15,-0.01,2023-02-15,high,10258P10_2023_4,0.0311111111111111
75605L10,2004.0,1.0,-0.06,0.0,75605L10,REALNETWORKS INC,"RealNetworks, Inc.",high,transcripts_by_company/RealNetworks_Inc_2004Q1.txt,2004-01-29,2004-01-29,-0.13,2004-01-29,high,75605L10_2004_1,0.0085714285714285
86415910,2020.0,4.0,1.78,0.93,86415910,STURM RUGER & COMPANY INC,"Sturm, Ruger &amp; Company, Inc.",high,transcripts_by_company/Sturm_Ruger_and_Company_Inc_2020Q4.txt,2020-10-29,2020-10-28,1.39,2020-10-28,high,86415910_2020_4,0.085
55933J20,2023.0,2.0,-0.06,0.0,55933J20,MAGNACHIP SEMICONDUCTOR CORP,Magnachip Semiconductor Corporation,high,transcripts_by_company/Magnachip_Semiconductor_Corporation_2023Q2.txt,2023-05-03,2023-05-03,-0.24,2023-05-03,high,55933J20_2023_2,0.0711111111111111
20441B40,2015.0,2.0,,0.32,20441B40,COMPANHIA PARANAENSE DE ENERGIA,Companhia Paranaense de Energia,high,transcripts_by_company/Companhia_Paranaense_de_Energia_2015Q2.txt,2015-05-15,2015-05-14,,2015-05-14,high,20441B40_2015_2,
30230110,2009.0,4.0,0.52,0.46,30230110,EZCORP INC,"EZCORP, Inc.",high,transcripts_by_company/EZCORP_Inc_2009Q4.txt,2009-11-05,2009-11-05,1.42,2009-11-05,high,30230110_2009_4,0.0233333333333333
07724U10,2010.0,1.0,,,07724U10,BEIERSDORF AG,Beiersdorf AG,high,transcripts_by_company/Beiersdorf_AG_2010Q1.txt,2010-03-04,2010-03-04,,2010-03-04,high,07724U10_2010_1,
82554910,2011.0,1.0,0.09,0.09,82554910,SHUFFLE MASTER INC,"Shuffle Master, Inc.",high,transcripts_by_company/Shuffle_Master_Inc_2011Q1.txt,2011-01-13,2011-01-13,0.49,2011-01-13,high,82554910_2011_1,0.01
05541J10,2023.0,1.0,0.177,0.13,05541J10,BB SEGURIDADE PARTICIPACOES SA,BB Seguridade Participações S.A.,high,transcripts_by_company/BB_Seguridade_Participações_SA_2023Q1.txt,2023-02-09,2023-02-16,0.587,2023-02-16,high,05541J10_2023_1,
68191910,2011.0,3.0,0.72,0.68,68191910,OMNICOM GROUP INC,Omnicom Group Inc,high,transcripts_by_company/Omnicom_Group_Inc_2011Q3.txt,2011-07-19,2011-07-19,0.96,2011-07-19,high,68191910_2011_3,0.02
M5136311,2014.0,1.0,0.1,0.42,M5136311,MELLANOX TECHNOLOGIES LTD,Mellanox Technologies,high,transcripts_by_company/Mellanox_Technologies_2014Q1.txt,2014-01-29,2014-01-29,0.9,2014-01-29,high,M5136311_2014_1,0.0666666666666666
73278L10,2009.0,4.0,-0.27,-0.26,73278L10,POOL CORP,Pool Corporation,high,transcripts_by_company/Pool_Corporation_2009Q4.txt,2009-10-27,2009-10-27,0.35,2009-10-27,high,73278L10_2009_4,0.0266666666666666
87944W10,2008.0,3.0,1.01,,87944W10,TELENOR ASA,Telenor ASA,high,transcripts_by_company/Telenor_ASA_2008Q3.txt,2008-07-23,2008-07-23,1.25,2008-07-23,high,87944W10_2008_3,
80854110,2015.0,1.0,0.74,0.9,80854110,SCHWEITZER-MAUDUIT INTERNATIONAL,Schweitzer-Mauduit International,high,transcripts_by_company/Schweitzer-Mauduit_International_2015Q1.txt,2015-02-12,2015-02-11,3.46,2015-02-11,high,80854110_2015_1,0.06625
86366710,2009.0,2.0,0.73,0.79,86366710,STRYKER CORP,Stryker,high,transcripts_by_company/Stryker_2009Q2.txt,2009-04-20,2009-04-20,0.71,2009-04-20,high,86366710_2009_2,0.018
83175810,2005.0,4.0,-0.04,-0.02,83175810,SMITH & WOLLENSKY RESTAURANT,Smith &amp; Wollensky,high,transcripts_by_company/Smith_and_Wollensky_2005Q4.txt,2005-11-16,2005-11-16,-0.35,2005-11-16,high,83175810_2005_4,
13126N10,2005.0,4.0,-0.07,0.1,13126N10,CALLWAVE INC,CallWave Inc.,high,transcripts_by_company/CallWave_Inc_2005Q4.txt,2005-11-02,2005-11-02,0.04,2005-11-02,high,13126N10_2005_4,0.02
55295310,2006.0,1.0,0.56,0.59,55295310,MGM MIRAGE,MGM MIRAGE,high,transcripts_by_company/MGM_MIRAGE_2006Q1.txt,2006-02-23,2006-02-23,1.62,2006-02-23,high,55295310_2006_1,0.0355555555555555
W172181X,2014.0,3.0,1.7,0.26,W172181X,BOLIDEN AB,Boliden AB,high,transcripts_by_company/Boliden_AB_2014Q3.txt,2014-07-18,2014-07-18,0.7,2014-07-18,high,W172181X_2014_3,0.3028571428571429
03791610,2002.0,2.0,0.07,0.04,03791610,APPLIED INNOVATION INC,Applied Innovation Inc.,high,transcripts_by_company/Applied_Innovation_Inc_2002Q2.txt,2002-04-18,2002-04-18,-0.16,2002-04-18,high,03791610_2002_2,
78460T1X,2019.0,3.0,0.94,0.61,78460T1X,SNC-LAVALIN GROUP 'A',SNC-Lavalin Group Inc.,high,transcripts_by_company/SNC-Lavalin_Group_Inc_2019Q3.txt,2019-08-01,2019-08-01,-1.71,2019-08-01,high,78460T1X_2019_3,0.12875
9842381X,2006.0,3.0,-0.13,-0.14,9842381X,YM BIOSCIENCES INC,TM Bioscience,high,transcripts_by_company/TM_Bioscience_2006Q3.txt,2006-08-15,2006-09-22,-0.51,2006-09-22,high,9842381X_2006_3,0.075
15018510,2006.0,2.0,0.2,0.28,15018510,CEDAR FAIR L P,Cedar Fair,high,transcripts_by_company/Cedar_Fair_2006Q2.txt,2006-05-02,2006-05-01,-0.49,2006-05-01,high,15018510_2006_2,0.01
51384710,2009.0,4.0,1.4,0.84,51384710,LANCASTER COLONY CORP,Lancaster Colony Corporation,high,transcripts_by_company/Lancaster_Colony_Corporation_2009Q4.txt,2009-10-29,2009-10-29,1.01,2009-10-29,high,51384710_2009_4,0.0866666666666666
67577C10,2022.0,4.0,-0.1,-0.08,67577C10,OCUGEN INC,Ocugen Inc.,high,transcripts_by_company/Ocugen_Inc_2022Q4.txt,2022-11-08,2022-11-08,-0.1,2022-11-08,high,67577C10_2022_4,0.019
80819410,2005.0,3.0,0.21,0.28,80819410,A SCHULMAN INC,"A. Schulman, Inc.",high,transcripts_by_company/A_Schulman_Inc_2005Q3.txt,2005-07-07,2005-07-06,0.19,2005-07-06,high,80819410_2005_3,0.0277777777777777
71429010,2008.0,3.0,0.41,0.5,71429010,PERRIGO CO,Perrigo,high,transcripts_by_company/Perrigo_2008Q3.txt,2008-08-18,2008-08-18,1.58,2008-08-18,high,71429010_2008_3,0.0355555555555555
44929510,2005.0,1.0,-0.73,-0.37,44929510,ICOS CORP,ICOS Corporation,high,transcripts_by_company/ICOS_Corporation_2005Q1.txt,2005-02-03,2005-02-03,-3.13,2005-02-03,high,44929510_2005_1,0.0471428571428571
14752810,2017.0,2.0,0.76,1.24,14752810,CASEYS GENERAL STORES INC,"Casey's General Stores, Inc.",high,transcripts_by_company/Caseys_General_Stores_Inc_2017Q2.txt,2017-06-06,2017-06-05,4.48,2017-06-05,high,14752810_2017_2,0.0966666666666666
50187T10,2017.0,4.0,1.43,1.23,50187T10,LGI HOMES INC,"LGI Homes, Inc.",high,transcripts_by_company/LGI_Homes_Inc_2017Q4.txt,2017-11-07,2017-11-07,1.4,2017-11-07,high,50187T10_2017_4,0.107
48023P10,2004.0,2.0,0.03,0.03,48023P10,JONES SODA CO,Jones Soda Company,high,transcripts_by_company/Jones_Soda_Company_2004Q2.txt,2004-04-29,2004-05-05,0.01,2004-05-05,high,48023P10_2004_2,0.0
43707610,2023.0,1.0,3.3,3.37,43707610,HOME DEPOT INC,"The Home Depot, Inc.",high,transcripts_by_company/The_Home_Depot_Inc_2023Q1.txt,2023-02-21,2023-02-21,16.69,2023-02-21,high,43707610_2023_1,0.072
14313010,2016.0,1.0,0.74,0.74,14313010,CARMAX INC,Chairman,high,transcripts_by_company/Chairman_2016Q1.txt,2016-02-02,2016-04-07,3.05,2016-04-07,high,14313010_2016_1,0.0322222222222222
