filepath,cusip,ticker,company_name,eps_actual,eps_forecast
/Users/vazea/Desktop/NNW/transcripts_by_company/UNITEDHEALTH_GROUP_INC_2021Q4.txt,91324P10,UNH,UNITEDHEALTH GROUP INC,19.02,18.85
/Users/vazea/Desktop/NNW/transcripts_by_company/SOTHERLY_HOTELS_INC_2018Q4.txt,83600C10,SOHO,SOTHERLY HOTELS INC,-0.42,-0.28
/Users/vazea/Desktop/NNW/transcripts_by_company/XL_GROUP_LTD_2017Q2.txt,G9829410,XL,XL GROUP LTD,0.96,0.88
/Users/vazea/Desktop/NNW/transcripts_by_company/AMERICAN_TOWER_CORP_CL_A_2011Q4.txt,02991220,AMT,AMERICAN TOWER CORP - CL A,0.98,0.78
/Users/vazea/Desktop/NNW/transcripts_by_company/ANACOR_PHARMACEUTICALS_INC_2014Q2.txt,03242010,ANAC,ANACOR PHARMACEUTICALS INC,-0.58,-0.64
/Users/vazea/Desktop/NNW/transcripts_by_company/ONCONOVA_THERAPEUTICS_INC_2016Q4.txt,68232V30,ONTX,ONCONOVA THERAPEUTICS INC,-5.34,-5.91
/Users/vazea/Desktop/NNW/transcripts_by_company/INTEGRA_LIFESCIENCES_HOLDINGS_CO_2002Q4.txt,45798520,IART,INTEGRA LIFESCIENCES HOLDINGS CO,0.56,0.55
/Users/vazea/Desktop/NNW/transcripts_by_company/CHARTER_COMMUNICATIONS_INC_2023Q2.txt,16119P10,CHTR,CHARTER COMMUNICATIONS INC,8.05,8.2
/Users/vazea/Desktop/NNW/transcripts_by_company/ADC_THERAPEUTICS_SA_2021Q3.txt,H0036K14,ADCT,ADC THERAPEUTICS SA,-0.93,-0.96
/Users/vazea/Desktop/NNW/transcripts_by_company/CELESTICA_INC_2015Q3.txt,15101Q10,CLS,CELESTICA INC,0.22,0.31
/Users/vazea/Desktop/NNW/transcripts_by_company/PRESTIGE_CONSUMER_HEALTHCARE_INC_2018Q3.txt,74112D10,PBH,PRESTIGE CONSUMER HEALTHCARE INC,0.7,0.7
/Users/vazea/Desktop/NNW/transcripts_by_company/WHITEHORSE_FINANCE_INC_2018Q4.txt,96524V10,WHF,WHITEHORSE FINANCE INC,1.217,1.18
/Users/vazea/Desktop/NNW/transcripts_by_company/LIVEONE_INC_2022Q3.txt,53814X10,LVO,LIVEONE INC,-0.15,-0.14
/Users/vazea/Desktop/NNW/transcripts_by_company/CABELAS_INC_2006Q3.txt,12680430,CAB,CABELAS INC,0.23,0.28
/Users/vazea/Desktop/NNW/transcripts_by_company/ACV_AUCTIONS_INC_2021Q3.txt,00091G10,ACVA,ACV AUCTIONS INC,-0.16,-0.18
/Users/vazea/Desktop/NNW/transcripts_by_company/NEWS_CORP_2018Q2.txt,65249B10,NWSA,NEWS CORP,0.24,0.2
/Users/vazea/Desktop/NNW/transcripts_by_company/NETLOGIC_MICROSYSTEMS_INC_2008Q3.txt,64118B10,NETL,NETLOGIC MICROSYSTEMS INC,0.42,0.39
/Users/vazea/Desktop/NNW/transcripts_by_company/QUMU_CORP_2013Q4.txt,74906310,QUMU,QUMU CORP,-1.12,-1.01
/Users/vazea/Desktop/NNW/transcripts_by_company/PLANTRONICS_INC_2004Q4.txt,72749310,PLT,PLANTRONICS INC,1.31,1.23
/Users/vazea/Desktop/NNW/transcripts_by_company/WEBMD_HEALTH_CORP_2011Q2.txt,94770V10,WBMD,WEBMD HEALTH CORP,0.23,0.22
/Users/vazea/Desktop/NNW/transcripts_by_company/BEACON_ROOFING_SUPPLY_INC_2009Q1.txt,07368510,BECN,BEACON ROOFING SUPPLY INC,0.41,0.22
/Users/vazea/Desktop/NNW/transcripts_by_company/UNIVERSAL_TECHNICAL_INSTITUTE_IN_2015Q4.txt,91391510,UTI,UNIVERSAL TECHNICAL INSTITUTE IN,-0.04,0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/NEW_YORK_CO_INC_2011Q3.txt,64929510,NWY,NEW YORK & CO INC,0.03,-0.2
/Users/vazea/Desktop/NNW/transcripts_by_company/PROTALIX_BIOTHERAPEUTICS_INC_2021Q1.txt,74365A30,PLX,PROTALIX BIOTHERAPEUTICS INC,-0.14,-0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/BANK_OF_NEW_YORK_CO_INC_2005Q4_1.txt,06405710,BK,BANK OF NEW YORK CO INC,2.03,2.04
/Users/vazea/Desktop/NNW/transcripts_by_company/ANSYS_INC_2014Q1.txt,03662Q10,ANSS,ANSYS INC,0.76,0.76
/Users/vazea/Desktop/NNW/transcripts_by_company/REALPAGE_INC_2016Q4.txt,75606N10,RP,REALPAGE INC,0.76,0.74
/Users/vazea/Desktop/NNW/transcripts_by_company/ASTRA_SPACE_INC_2021Q4.txt,04634X10,ASTR,ASTRA SPACE INC,-7.82,-0.91
/Users/vazea/Desktop/NNW/transcripts_by_company/NOVELLUS_SYSTEMS_2009Q1.txt,67000810,NVLS,NOVELLUS SYSTEMS,-0.47,-0.52
/Users/vazea/Desktop/NNW/transcripts_by_company/COGENT_COMMUNICATIONS_HOLDINGS_I_2013Q2.txt,19239V30,CCOI,COGENT COMMUNICATIONS HOLDINGS I,0.03,0.05
/Users/vazea/Desktop/NNW/transcripts_by_company/VERENIUM_CORP_2009Q1.txt,92340P10,VRNM,VERENIUM CORP,-0.19,-0.21
/Users/vazea/Desktop/NNW/transcripts_by_company/ANALOGIC_CORP_2013Q2.txt,03265720,ALOG,ANALOGIC CORP,0.78,0.72
/Users/vazea/Desktop/NNW/transcripts_by_company/SHOE_CARNIVAL_INC_2016Q1.txt,82488910,SCVL,SHOE CARNIVAL INC,0.53,0.52
/Users/vazea/Desktop/NNW/transcripts_by_company/CUMMINS_INC_2019Q4.txt,23102110,CMI,CUMMINS INC,14.91,14.88
/Users/vazea/Desktop/NNW/transcripts_by_company/BIOGEN_INC_2005Q4.txt,09062X10,BIIB,BIOGEN INC,1.57,1.56
/Users/vazea/Desktop/NNW/transcripts_by_company/CHEGG_INC_2019Q4.txt,16309210,CHGG,CHEGG INC,0.91,0.87
/Users/vazea/Desktop/NNW/transcripts_by_company/SONOCO_PRODUCTS_CO_2012Q2.txt,83549510,SON,SONOCO PRODUCTS CO,0.58,0.58
/Users/vazea/Desktop/NNW/transcripts_by_company/DINE_BRANDS_GLOBAL_INC_2022Q3.txt,25442310,DIN,DINE BRANDS GLOBAL INC,1.66,1.28
/Users/vazea/Desktop/NNW/transcripts_by_company/ARDELYX_INC_2017Q2.txt,03969710,ARDX,ARDELYX INC,-0.54,-0.65
/Users/vazea/Desktop/NNW/transcripts_by_company/ULTRA_PETROLEUM_CORP_2010Q3.txt,90391410,UPL,ULTRA PETROLEUM CORP,0.6,0.55
/Users/vazea/Desktop/NNW/transcripts_by_company/BREAD_FINANCIAL_HOLDINGS_INC_2016Q2.txt,01858110,ADS,BREAD FINANCIAL HOLDINGS INC,3.68,3.59
/Users/vazea/Desktop/NNW/transcripts_by_company/NEXTERA_ENERGY_INC_2011Q3.txt,65339F10,NEE,NEXTERA ENERGY INC,1.31,1.42
/Users/vazea/Desktop/NNW/transcripts_by_company/CINEDIGM_CORP_2023Q3.txt,17240620,CIDM,CINEDIGM CORP,0.03,0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/CALUMET_SPECIALTY_PRODUCTS_PARTN_2022Q2.txt,13147610,CLMT,CALUMET SPECIALTY PRODUCTS PARTN,-0.19,0.26
/Users/vazea/Desktop/NNW/transcripts_by_company/EKSO_BIONICS_HOLDINGS_INC_2017Q3.txt,28264420,EKSO,EKSO BIONICS HOLDINGS INC,-0.2,-0.13
/Users/vazea/Desktop/NNW/transcripts_by_company/TEXAS_ROADHOUSE_INC_2017Q1.txt,88268110,TXRH,TEXAS ROADHOUSE INC,0.61,0.59
/Users/vazea/Desktop/NNW/transcripts_by_company/CORVEL_CORPORATION_2007Q4.txt,22100610,CRVL,CORVEL CORPORATION,1.3,1.33
/Users/vazea/Desktop/NNW/transcripts_by_company/STR_HOLDINGS_INC_2010Q1.txt,78478V10,STRI,STR HOLDINGS INC,0.31,0.23
/Users/vazea/Desktop/NNW/transcripts_by_company/ENBRIDGE_INC_2013Q2.txt,29250N1X,ENB,ENBRIDGE INC,0.38,0.4
/Users/vazea/Desktop/NNW/transcripts_by_company/PRUDENTIAL_FINANCIAL_INC_2021Q1.txt,74432010,PRU,PRUDENTIAL FINANCIAL INC,4.11,2.71
/Users/vazea/Desktop/NNW/transcripts_by_company/JABIL_INC_2016Q4.txt,46631310,JBL,JABIL INC,1.86,1.83
/Users/vazea/Desktop/NNW/transcripts_by_company/WOLVERINE_WORLD_WIDE_INC_2018Q1.txt,97809710,WWW,WOLVERINE WORLD WIDE INC,0.5,0.36
/Users/vazea/Desktop/NNW/transcripts_by_company/KRAFT_FOODS_GROUP_INC_2012Q4.txt,50076Q10,KRFT,KRAFT FOODS GROUP INC,2.75,2.62
/Users/vazea/Desktop/NNW/transcripts_by_company/ALLIED_WASTE_INDUSTRIES_INC_2008Q1.txt,01958930,AW,ALLIED WASTE INDUSTRIES INC,0.2,0.17
/Users/vazea/Desktop/NNW/transcripts_by_company/RPC_INC_2017Q2.txt,74966010,RES,RPC INC,0.2,0.13
/Users/vazea/Desktop/NNW/transcripts_by_company/GIBRALTAR_INDUSTRIES_INC_2017Q2.txt,37468910,ROCK,GIBRALTAR INDUSTRIES INC,0.43,0.4
/Users/vazea/Desktop/NNW/transcripts_by_company/INTERNATIONAL_MONEY_EXPRESS_INC_2023Q3.txt,46005L10,IMXI,INTERNATIONAL MONEY EXPRESS INC,0.51,0.5
/Users/vazea/Desktop/NNW/transcripts_by_company/PAYLOCITY_HOLDING_CORP_2020Q2.txt,70438V10,PCTY,PAYLOCITY HOLDING CORP,0.36,0.28
/Users/vazea/Desktop/NNW/transcripts_by_company/SCOTTS_MIRACLEGRO_CO_2012Q1.txt,81018610,SMG,SCOTTS MIRACLE-GRO CO,-1.18,-1.23
/Users/vazea/Desktop/NNW/transcripts_by_company/CARLYLE_GROUP_INC_2023Q2.txt,14316J10,CG,CARLYLE GROUP INC,0.88,0.66
/Users/vazea/Desktop/NNW/transcripts_by_company/MCGRATH_RENTCORP_2010Q3.txt,58058910,MGRC,MCGRATH RENTCORP,0.4,0.4
/Users/vazea/Desktop/NNW/transcripts_by_company/WIXCOM_LTD_2015Q1.txt,M9806810,WIX,WIX.COM LTD,-0.3,-0.33
/Users/vazea/Desktop/NNW/transcripts_by_company/PHARMANET_DEVELOPMENT_GROUP_INC_2006Q3.txt,71714810,PDGI,PHARMANET DEVELOPMENT GROUP INC,0.16,0.05
/Users/vazea/Desktop/NNW/transcripts_by_company/VERONA_PHARMA_PLC_2021Q3.txt,92505010,VRNA,VERONA PHARMA PLC,0.16,-0.4
/Users/vazea/Desktop/NNW/transcripts_by_company/CALGON_CARBON_CORP_2011Q4.txt,12960310,CCC,CALGON CARBON CORP,0.69,0.72
/Users/vazea/Desktop/NNW/transcripts_by_company/CNX_RESOURCES_CORP_2019Q2.txt,12653C10,CNX,CNX RESOURCES CORP,0.14,0.14
/Users/vazea/Desktop/NNW/transcripts_by_company/CIGNA_HOLDING_CO_2012Q2.txt,12550910,CI,CIGNA HOLDING CO,1.49,1.41
/Users/vazea/Desktop/NNW/transcripts_by_company/QUEST_DIAGNOSTICS_INC_2020Q1.txt,74834L10,DGX,QUEST DIAGNOSTICS INC,0.94,1.03
/Users/vazea/Desktop/NNW/transcripts_by_company/ADVANCE_AUTO_PARTS_INC_2013Q4.txt,00751Y10,AAP,ADVANCE AUTO PARTS INC,5.32,5.45
/Users/vazea/Desktop/NNW/transcripts_by_company/QUALYS_INC_2018Q3.txt,74758T30,QLYS,QUALYS INC,0.49,0.38
/Users/vazea/Desktop/NNW/transcripts_by_company/ACUSHNET_HOLDINGS_CORP_2019Q3.txt,00509810,GOLF,ACUSHNET HOLDINGS CORP,0.39,0.28
/Users/vazea/Desktop/NNW/transcripts_by_company/ENTELLUS_MEDICAL_INC_2017Q2.txt,29363K10,ENTL,ENTELLUS MEDICAL INC,-0.32,-0.35
/Users/vazea/Desktop/NNW/transcripts_by_company/WESTROCK_CO_2020Q1.txt,96145D10,WRK,WESTROCK CO,0.58,0.57
/Users/vazea/Desktop/NNW/transcripts_by_company/NUWELLIS_INC_2023Q2.txt,67113Y4X,NUWE,NUWELLIS INC,-3.65,-4.17
/Users/vazea/Desktop/NNW/transcripts_by_company/GENPACT_LTD_2014Q1.txt,G3922B10,G,GENPACT LTD,0.24,0.23
/Users/vazea/Desktop/NNW/transcripts_by_company/CIVISTA_BANCSHARES_INC_2021Q2.txt,17886710,CIVB,CIVISTA BANCSHARES INC,0.7,0.58
/Users/vazea/Desktop/NNW/transcripts_by_company/BUCKLE_INC_2012Q1.txt,11844010,BKE,BUCKLE INC,0.71,0.69
/Users/vazea/Desktop/NNW/transcripts_by_company/VINCE_HOLDING_CORP_2022Q1.txt,92719W20,VNCE,VINCE HOLDING CORP,-0.98,-0.64
/Users/vazea/Desktop/NNW/transcripts_by_company/SAPIENT_CORP_2004Q2.txt,80306210,SAPE,SAPIENT CORP,0.04,0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/VISTEON_CORP_2019Q4.txt,92839U20,VC,VISTEON CORP,2.77,2.98
/Users/vazea/Desktop/NNW/transcripts_by_company/GROUP_1_AUTOMOTIVE_INC_2019Q1.txt,39890510,GPI,GROUP 1 AUTOMOTIVE INC,2.06,1.84
/Users/vazea/Desktop/NNW/transcripts_by_company/AMDOCS_LTD_2023Q3.txt,G0260210,DOX,AMDOCS LTD,1.57,1.48
/Users/vazea/Desktop/NNW/transcripts_by_company/CARBO_CERAMICS_INC_2007Q3.txt,14078110,CRR,CARBO CERAMICS INC,0.57,0.57
/Users/vazea/Desktop/NNW/transcripts_by_company/MAKEMYTRIP_LTD_2022Q2.txt,V5633W10,MMYT,MAKEMYTRIP LTD,-0.07,-0.14
/Users/vazea/Desktop/NNW/transcripts_by_company/RTI_SURGICAL_HOLDINGS_INC_2017Q2.txt,74975N10,RTIX,RTI SURGICAL HOLDINGS INC,0.02,0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/FIRST_HORIZON_CORP_2013Q3.txt,32051710,FHN,FIRST HORIZON CORP,0.19,0.18
/Users/vazea/Desktop/NNW/transcripts_by_company/DEAN_FOODS_CO_2017Q4.txt,24237020,DF,DEAN FOODS CO,0.8,0.8
/Users/vazea/Desktop/NNW/transcripts_by_company/MEDASSETS_INC_2011Q2.txt,58404510,MDAS,MEDASSETS INC,0.23,0.16
/Users/vazea/Desktop/NNW/transcripts_by_company/BE_SEMICONDUCTOR_INDUSTRIES_NV_2003Q4.txt,07332010,BESI,BE SEMICONDUCTOR INDUSTRIES NV,-0.51,-0.36
/Users/vazea/Desktop/NNW/transcripts_by_company/BORGWARNER_INC_2014Q2.txt,09972410,BWA,BORGWARNER INC,0.89,0.87
/Users/vazea/Desktop/NNW/transcripts_by_company/PEROT_SYSTEMS_CORPORATION_2004Q1.txt,71426510,PER,PEROT SYSTEMS CORPORATION,0.16,0.15
/Users/vazea/Desktop/NNW/transcripts_by_company/AUTODESK_INC_2023Q4.txt,05276910,ADSK,AUTODESK INC,6.63,6.59
/Users/vazea/Desktop/NNW/transcripts_by_company/MELCO_RESORTS_ENTERTAINMENT_LT_2020Q2.txt,58546410,MLCO,MELCO RESORTS & ENTERTAINMENT LT,-0.77,-0.85
/Users/vazea/Desktop/NNW/transcripts_by_company/ANTARES_PHARMA_INC_2018Q3.txt,03664210,ATRS,ANTARES PHARMA INC,-0.01,-0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/NORTHWEST_NAT_GAS_CO_2012Q3.txt,66765510,NWN,NORTHWEST NAT GAS CO,-0.29,-0.3
/Users/vazea/Desktop/NNW/transcripts_by_company/CARTERS_INC_2015Q2.txt,14622910,CRI,CARTER'S INC,0.73,0.63
/Users/vazea/Desktop/NNW/transcripts_by_company/ALASKA_AIR_GROUP_INC_2003Q3.txt,01165910,ALK,ALASKA AIR GROUP INC,1.52,1.18
/Users/vazea/Desktop/NNW/transcripts_by_company/PACIFIC_CAPITAL_BANCORP_2009Q2.txt,69404P10,PCBC,PACIFIC CAPITAL BANCORP,-7.77,-0.32
/Users/vazea/Desktop/NNW/transcripts_by_company/COMPUTER_SCIENCES_CORP_2010Q1.txt,20536310,CSC,COMPUTER SCIENCES CORP,0.85,0.5
/Users/vazea/Desktop/NNW/transcripts_by_company/GENERAL_MOTORS_CO_2018Q2.txt,37045V10,GM,GENERAL MOTORS CO,1.81,1.84
/Users/vazea/Desktop/NNW/transcripts_by_company/BMP_SUNSTONE_CORP_2010Q1.txt,05569C10,BJGP,BMP SUNSTONE CORP,0.07,0.06
/Users/vazea/Desktop/NNW/transcripts_by_company/FORESIGHT_ENERGY_LP_2016Q3.txt,34552U10,FELP,FORESIGHT ENERGY LP,-0.2,-0.11
/Users/vazea/Desktop/NNW/transcripts_by_company/ABBOTT_LABORATORIES_2019Q3.txt,00282410,ABT,ABBOTT LABORATORIES,0.84,0.84
/Users/vazea/Desktop/NNW/transcripts_by_company/LEAR_CORP_2018Q3.txt,52186520,LEA,LEAR CORP,4.09,4.02
/Users/vazea/Desktop/NNW/transcripts_by_company/WISCONSIN_ENERGY_CORP_2008Q4.txt,97665710,WEC,WISCONSIN ENERGY CORP,3.03,2.9
/Users/vazea/Desktop/NNW/transcripts_by_company/ARTIVION_INC_2007Q1.txt,22890310,CRY,ARTIVION INC,0.04,0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/SHERWINWILLIAMS_CO_2014Q3.txt,82434810,SHW,SHERWINWILLIAMS CO,3.35,3.22
/Users/vazea/Desktop/NNW/transcripts_by_company/AMERICAN_COASTAL_INSURANCE_CORP_2019Q2.txt,91071010,UIHC,AMERICAN COASTAL INSURANCE CORP,-0.08,0.39
/Users/vazea/Desktop/NNW/transcripts_by_company/BANK_OF_NEW_YORK_MELLON_CORP_2022Q4.txt,06405810,BK,BANK OF NEW YORK MELLON CORP,2.9,3.42
/Users/vazea/Desktop/NNW/transcripts_by_company/EXPONENT_INC_2021Q1.txt,30214U10,EXPO,EXPONENT INC,0.58,0.42
/Users/vazea/Desktop/NNW/transcripts_by_company/ASURE_SOFTWARE_INC_2012Q4.txt,04649U10,ASUR,ASURE SOFTWARE INC,-0.13,-0.03
/Users/vazea/Desktop/NNW/transcripts_by_company/BALCHEM_CORP_2013Q1.txt,05766520,BCPC,BALCHEM CORP,0.36,0.37
/Users/vazea/Desktop/NNW/transcripts_by_company/ARCO_PLATFORM_LTD_2021Q1.txt,G0455310,ARCE,ARCO PLATFORM LTD,0.21,0.74
/Users/vazea/Desktop/NNW/transcripts_by_company/MONRO_INC_2007Q4.txt,61023610,MNRO,MONRO INC,1.55,1.54
/Users/vazea/Desktop/NNW/transcripts_by_company/GROUP_1_AUTOMOTIVE_INC_2012Q3.txt,39890510,GPI,GROUP 1 AUTOMOTIVE INC,1.32,1.34
/Users/vazea/Desktop/NNW/transcripts_by_company/MARVELL_TECHNOLOGY_GROUP_LTD_2018Q3.txt,G5876H10,MRVL,MARVELL TECHNOLOGY GROUP LTD,0.34,0.32
/Users/vazea/Desktop/NNW/transcripts_by_company/CAPSTONE_TURBINE_2019Q1.txt,14067D40,CPST,CAPSTONE TURBINE,-0.08,-0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/CHICOS_FAS_INC_2016Q4.txt,16861510,CHS,CHICO'S FAS INC,0.75,0.67
/Users/vazea/Desktop/NNW/transcripts_by_company/BOSTON_COMMUNICATIONS_GROUP_INC_2005Q2.txt,10058210,BCGI,BOSTON COMMUNICATIONS GROUP INC,-1.01,0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/GENPROBE_INC_2003Q4.txt,36866T10,GPRO,GEN-PROBE INC,0.72,0.68
/Users/vazea/Desktop/NNW/transcripts_by_company/APTIV_PLC_2020Q1.txt,G6095L10,APTV,APTIV PLC,0.68,0.5
/Users/vazea/Desktop/NNW/transcripts_by_company/WASTE_MANAGEMENT_INC_2017Q4.txt,94106L10,WM,WASTE MANAGEMENT INC,3.22,3.2
/Users/vazea/Desktop/NNW/transcripts_by_company/JAZZ_PHARMACEUTICALS_PLC_2014Q3.txt,G5087110,JAZZ,JAZZ PHARMACEUTICALS PLC,2.33,2.2
/Users/vazea/Desktop/NNW/transcripts_by_company/GENERAL_MOTORS_CO_2021Q2.txt,37045V10,GM,GENERAL MOTORS CO,1.97,2.12
/Users/vazea/Desktop/NNW/transcripts_by_company/AMERICAN_ECOLOGY_CORPORATION_2009Q1.txt,02553340,ECOL,AMERICAN ECOLOGY CORPORATION,0.2,0.26
/Users/vazea/Desktop/NNW/transcripts_by_company/CHOICE_HOTELS_INTERNATIONAL_INC_2017Q3.txt,16990510,CHH,CHOICE HOTELS INTERNATIONAL INC,0.95,0.92
/Users/vazea/Desktop/NNW/transcripts_by_company/TORONTODOMINION_BANK_2012Q2.txt,8911605X,TD,TORONTO-DOMINION BANK,1.82,1.74
/Users/vazea/Desktop/NNW/transcripts_by_company/VEECO_INSTRUMENTS_INC_2020Q1_1.txt,92241710,VECO,VEECO INSTRUMENTS INC,0.22,0.06
/Users/vazea/Desktop/NNW/transcripts_by_company/WELLS_FARGO_CO_2009Q4.txt,94974610,WFC,WELLS FARGO & CO,1.75,1.67
/Users/vazea/Desktop/NNW/transcripts_by_company/AMETEK_INC_2004Q2.txt,03110010,AME,AMETEK INC,0.4,0.38
/Users/vazea/Desktop/NNW/transcripts_by_company/DESTINATION_MATERNITY_CORP_2013Q1.txt,25065D10,DEST,DESTINATION MATERNITY CORP,0.29,0.29
/Users/vazea/Desktop/NNW/transcripts_by_company/SUPPORTCOM_INC_2010Q2.txt,86858W10,SPRT,SUPPORT.COM INC,-0.11,-0.09
/Users/vazea/Desktop/NNW/transcripts_by_company/INTERNATIONAL_SEAWAYS_INC_2017Q2.txt,Y4105310,INSW,INTERNATIONAL SEAWAYS INC,0.12,0.26
/Users/vazea/Desktop/NNW/transcripts_by_company/AIRGAIN_INC_2021Q3.txt,00938A10,AIRG,AIRGAIN INC,-0.11,-0.05
/Users/vazea/Desktop/NNW/transcripts_by_company/BARNES_GROUP_INC_2012Q1.txt,06780610,B,BARNES GROUP INC,0.41,0.44
/Users/vazea/Desktop/NNW/transcripts_by_company/ENTORIAN_TECHNOLOGIES_INC_2008Q1.txt,29383P10,ENTN,ENTORIAN TECHNOLOGIES INC,-0.13,-0.05
/Users/vazea/Desktop/NNW/transcripts_by_company/POLARIS_INC_2019Q3.txt,73106810,PII,POLARIS INC,1.68,1.57
/Users/vazea/Desktop/NNW/transcripts_by_company/QUINSTREET_INC_2018Q4.txt,74874Q10,QNST,QUINSTREET INC,0.45,0.45
/Users/vazea/Desktop/NNW/transcripts_by_company/WIDEPOINT_CORP_2020Q2.txt,96759010,WYY,WIDEPOINT CORP,0.01,0.0
/Users/vazea/Desktop/NNW/transcripts_by_company/HORMEL_FOODS_CORP_2020Q3.txt,44045210,HRL,HORMEL FOODS CORP,0.37,0.34
/Users/vazea/Desktop/NNW/transcripts_by_company/MICROVISION_INC_2020Q4.txt,59496030,MVIS,MICROVISION INC,-0.1,-0.1
/Users/vazea/Desktop/NNW/transcripts_by_company/FACTSET_RESEARCH_SYSTEMS_INC_2019Q4.txt,30307510,FDS,FACTSET RESEARCH SYSTEMS INC,10.0,9.86
/Users/vazea/Desktop/NNW/transcripts_by_company/INSPERITY_INC_2019Q1.txt,45778Q10,NSP,INSPERITY INC,1.98,1.87
/Users/vazea/Desktop/NNW/transcripts_by_company/XYLEM_INC_2019Q2.txt,98419M10,XYL,XYLEM INC,0.79,0.79
/Users/vazea/Desktop/NNW/transcripts_by_company/DIGITAL_REALTY_TRUST_INC_2021Q4.txt,25386810,DLR,DIGITAL REALTY TRUST INC,5.94,2.5
/Users/vazea/Desktop/NNW/transcripts_by_company/NOVABAY_PHARMACEUTICALS_INC_2020Q3.txt,66987P20,NBY,NOVABAY PHARMACEUTICALS INC,-0.08,-0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/SCIENTIFIC_LEARNING_CORP_2005Q2.txt,80876010,SCIL,SCIENTIFIC LEARNING CORP,0.2,0.12
/Users/vazea/Desktop/NNW/transcripts_by_company/NETLOGIC_MICROSYSTEMS_INC_2011Q2.txt,64118B10,NETL,NETLOGIC MICROSYSTEMS INC,0.45,0.37
/Users/vazea/Desktop/NNW/transcripts_by_company/AMERICAN_WOODMARK_CORP_2022Q1.txt,03050610,AMWD,AMERICAN WOODMARK CORP,0.7,1.54
/Users/vazea/Desktop/NNW/transcripts_by_company/AMERICAN_AIRLINES_GROUP_INC_2017Q4.txt,02376R10,AAL,AMERICAN AIRLINES GROUP INC,4.88,4.85
/Users/vazea/Desktop/NNW/transcripts_by_company/BANK_OF_MONTREAL_2019Q4.txt,0636711X,BMO,BANK OF MONTREAL,9.43,9.41
/Users/vazea/Desktop/NNW/transcripts_by_company/ANADYS_PHARMACEUTICALS_INC_2008Q3.txt,03252Q40,ANDS,ANADYS PHARMACEUTICALS INC,-0.32,-0.26
/Users/vazea/Desktop/NNW/transcripts_by_company/MCDONALDS_CORP_2017Q1.txt,58013510,MCD,MCDONALD'S CORP,1.47,1.34
/Users/vazea/Desktop/NNW/transcripts_by_company/UNIVERSAL_AMERICAN_CORP_2016Q3.txt,91338E10,UAM,UNIVERSAL AMERICAN CORP,-0.05,-0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/L_B_FOSTER_CO_2008Q4.txt,35006010,FSTR,L B FOSTER CO,2.36,2.33
/Users/vazea/Desktop/NNW/transcripts_by_company/CHINA_BAK_BATTERY_INC_2011Q1.txt,16936Y10,CBAK,CHINA BAK BATTERY INC,-0.06,-0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/OPERA_LTD_2019Q4.txt,68373M10,OPRA,OPERA LTD,0.59,0.49
/Users/vazea/Desktop/NNW/transcripts_by_company/UNITED_PARCEL_SERVICE_INC_2007Q4.txt,91131210,UPS,UNITED PARCEL SERVICE INC,4.17,4.16
/Users/vazea/Desktop/NNW/transcripts_by_company/AETNA_INC_2017Q3.txt,00817Y10,AET,AETNA INC,2.45,2.1
/Users/vazea/Desktop/NNW/transcripts_by_company/PROS_HOLDINGS_INC_2008Q2.txt,74346Y10,PRO,PROS HOLDINGS INC,0.11,0.1
/Users/vazea/Desktop/NNW/transcripts_by_company/TITAN_MACHINERY_INC_2023Q2.txt,88830R10,TITN,TITAN MACHINERY INC,1.1,0.71
/Users/vazea/Desktop/NNW/transcripts_by_company/ENTERGY_CORP_2012Q4.txt,29364G10,ETR,ENTERGY CORP,6.23,5.52
/Users/vazea/Desktop/NNW/transcripts_by_company/UNITED_TECHNOLOGIES_CORP_2005Q2.txt,91301710,UTX,UNITED TECHNOLOGIES CORP,0.95,0.85
/Users/vazea/Desktop/NNW/transcripts_by_company/BIO_RAD_LABORATORIES_INC_2010Q4.txt,09057220,BIO,BIO RAD LABORATORIES INC,6.24,5.34
/Users/vazea/Desktop/NNW/transcripts_by_company/OPUS_BANK_2019Q3.txt,68400010,OPB,OPUS BANK,0.57,0.35
/Users/vazea/Desktop/NNW/transcripts_by_company/SOTHEBYS_2006Q2.txt,83589810,BID,SOTHEBY'S,1.17,0.96
/Users/vazea/Desktop/NNW/transcripts_by_company/CONAGRA_BRANDS_INC_2012Q1.txt,20588710,CAG,CONAGRA BRANDS INC,0.29,0.31
/Users/vazea/Desktop/NNW/transcripts_by_company/BRISTOLMYERS_SQUIBB_CO_2023Q1.txt,11012210,BMY,BRISTOL-MYERS SQUIBB CO,2.05,1.96
